home_team_goals_difference,away_team_goals_difference,games_won_home_team,games_won_away_team,games_against_won,games_against_lost,League_21518,League_24558,home_player_1_overall_rating,home_player_2_overall_rating,home_player_3_overall_rating,home_player_4_overall_rating,home_player_5_overall_rating,home_player_6_overall_rating,home_player_7_overall_rating,home_player_8_overall_rating,home_player_9_overall_rating,home_player_10_overall_rating,home_player_11_overall_rating,away_player_1_overall_rating,away_player_2_overall_rating,away_player_3_overall_rating,away_player_4_overall_rating,away_player_5_overall_rating,away_player_6_overall_rating,away_player_7_overall_rating,away_player_8_overall_rating,away_player_9_overall_rating,away_player_10_overall_rating,away_player_11_overall_rating,B365_Win,B365_Draw,B365_Lose,BW_Win,BW_Draw,BW_Lose,label
19,-8,6,3,1,0,1,0,82.0,82.0,84.0,87.0,81.0,77.0,78.0,77.0,84.0,93.0,64.0,68.0,78.0,71.0,76.0,73.0,74.0,77.0,80.0,77.0,82.0,78.0,0.7250755287009064,0.1570996978851964,0.1178247734138973,0.7201565557729942,0.16281800391389434,0.11702544031311157,Win
7,-8,5,3,1,0,1,0,79.0,71.0,75.0,80.0,73.0,77.0,79.0,77.0,81.0,79.0,71.0,73.0,74.0,71.0,75.0,75.0,76.0,75.0,72.0,77.0,76.0,78.0,0.6086603675149267,0.25482580719958264,0.1365138252854907,0.6039488966318234,0.2400309717382888,0.1560201316298877,Draw
-4,12,3,7,0,1,1,0,82.0,75.0,82.0,80.0,78.0,79.0,80.0,80.0,81.0,80.0,78.0,82.0,81.0,79.0,66.0,82.0,83.0,81.0,74.0,76.0,84.0,79.0,0.23741007194244607,0.2877697841726619,0.47482014388489213,0.2391304347826087,0.2826086956521739,0.4782608695652174,Lose
-11,2,0,3,0,1,1,0,76.0,74.0,75.0,75.0,74.0,74.0,78.0,77.0,74.0,79.0,75.0,79.0,76.0,74.0,74.0,78.0,80.0,77.0,76.0,76.0,76.0,74.0,0.3788187372708758,0.3054989816700611,0.3156822810590631,0.35917421529386984,0.3012428902464715,0.3395828944596588,Draw
-6,-9,2,4,0,0,1,0,77.0,73.0,74.0,76.0,78.0,70.0,77.0,74.0,74.0,68.0,79.0,77.0,76.0,74.0,74.0,73.0,73.0,73.0,76.0,70.0,70.0,75.0,0.4543429844097996,0.28062360801781744,0.26503340757238314,0.4658527279664251,0.28233498664631823,0.25181228538725675,Win
-17,-13,2,1,0,1,1,0,70.0,76.0,76.0,73.0,70.0,73.0,77.0,76.0,75.0,75.0,70.0,72.0,77.0,70.0,75.0,70.0,80.0,73.0,65.0,72.0,78.0,76.0,0.48908296943231444,0.2724890829694323,0.23842794759825325,0.48143053645116923,0.2682255845942228,0.25034387895460797,Win
-6,-3,1,3,0,0,1,0,72.0,77.0,76.0,72.0,75.0,74.0,80.0,75.0,73.0,72.0,73.0,71.0,73.0,74.0,72.0,70.0,65.0,74.0,73.0,73.0,74.0,74.0,0.4308880308880309,0.2633204633204634,0.3057915057915058,0.43398484244116475,0.2744315915436777,0.29158356601515756,Draw
6,6,5,4,0,0,1,0,76.0,77.0,79.0,80.0,81.0,81.0,79.0,79.0,81.0,82.0,79.0,78.0,79.0,75.0,80.0,78.0,76.0,78.0,81.0,78.0,79.0,75.0,0.5533013648100332,0.2552563629656953,0.1914422722242715,0.5611722264285397,0.26032156059323924,0.17850621297822117,Win
-3,25,4,7,0,0,1,0,75.0,70.0,62.0,73.0,72.0,70.0,73.0,69.0,71.0,77.0,64.0,82.0,82.0,87.0,84.0,78.0,84.0,77.0,87.0,77.0,93.0,87.0,0.10047846889952154,0.18181818181818185,0.7177033492822967,0.10727681920480121,0.17066766691672922,0.7220555138784697,Lose
-13,9,3,5,0,0,1,0,76.0,78.0,77.0,73.0,76.0,77.0,74.0,76.0,78.0,82.0,74.0,79.0,72.0,71.0,80.0,73.0,77.0,75.0,79.0,77.0,79.0,71.0,0.4509283819628648,0.2785145888594165,0.27055702917771884,0.44365361803084225,0.2740213523131673,0.28232502965599054,Win
-7,-5,3,3,0,0,1,0,73.0,72.0,71.0,75.0,72.0,76.0,75.0,75.0,77.0,78.0,76.0,82.0,75.0,82.0,81.0,78.0,82.0,80.0,80.0,81.0,80.0,79.0,0.36383263698698604,0.2944245647002379,0.34174279831277615,0.3664265580958347,0.2875039148136549,0.3460695270905105,Win
13,-11,7,0,0,0,1,0,82.0,81.0,79.0,86.0,82.0,76.0,81.0,83.0,78.0,84.0,79.0,76.0,74.0,72.0,75.0,67.0,74.0,78.0,77.0,74.0,74.0,76.0,0.7630057803468208,0.17341040462427745,0.06358381502890173,0.7434944237918215,0.17843866171003717,0.07806691449814127,Win
0,-18,2,1,0,0,1,0,79.0,76.0,74.0,78.0,74.0,75.0,71.0,76.0,77.0,76.0,77.0,76.0,76.0,74.0,71.0,73.0,75.0,71.0,72.0,70.0,77.0,75.0,0.5895128762022959,0.25131864722308406,0.1591684765746199,0.5942947702060223,0.25356576862123614,0.1521394611727417,Win
0,0,5,3,0,0,1,0,79.0,76.0,79.0,83.0,70.0,78.0,80.0,78.0,81.0,80.0,73.0,77.0,72.0,73.0,74.0,78.0,79.0,77.0,76.0,68.0,75.0,79.0,0.661129263749351,0.2198674687757657,0.11900326747488318,0.658505872881531,0.21251780442994858,0.12897632268852052,Win
-12,-17,3,2,0,0,1,0,77.0,76.0,74.0,74.0,73.0,73.0,73.0,76.0,70.0,75.0,74.0,71.0,76.0,76.0,75.0,70.0,74.0,75.0,70.0,73.0,73.0,75.0,0.44134505158578524,0.28754298815437523,0.2711119602598395,0.40590405904059046,0.2829028290282903,0.31119311193111926,Draw
0,-3,0,0,0,0,1,0,74.0,73.0,70.0,61.0,71.0,71.0,74.0,68.0,71.0,70.0,75.0,80.0,78.0,75.0,72.0,78.0,79.0,80.0,78.0,74.0,80.0,78.0,0.20076481835564056,0.25430210325047803,0.5449330783938815,0.2134831460674157,0.2528089887640449,0.5337078651685393,Draw
3,1,1,1,0,0,1,0,77.0,79.0,75.0,84.0,81.0,76.0,82.0,80.0,82.0,80.0,82.0,82.0,75.0,83.0,79.0,81.0,83.0,85.0,89.0,78.0,89.0,86.0,0.28851430811446493,0.29753038024304196,0.4139553116424932,0.2911392405063291,0.2911392405063291,0.4177215189873418,Lose
-1,2,0,1,0,0,1,0,75.0,73.0,70.0,73.0,74.0,73.0,71.0,71.0,77.0,70.0,76.0,71.0,71.0,70.0,71.0,71.0,59.0,73.0,65.0,72.0,74.0,65.0,0.5454545454545455,0.27272727272727276,0.18181818181818185,0.5182926829268292,0.274390243902439,0.20731707317073167,Draw
-2,0,0,0,0,0,1,0,77.0,78.0,76.0,75.0,51.0,78.0,78.0,78.0,79.0,66.0,82.0,79.0,60.0,68.0,74.0,71.0,71.0,74.0,79.0,75.0,75.0,69.0,0.6086603675149267,0.25482580719958264,0.1365138252854907,0.5968281006026351,0.253248680525983,0.14992321887138194,Win
0,0,0,0,0,0,1,0,74.0,73.0,71.0,71.0,70.0,74.0,70.0,72.0,72.0,60.0,74.0,72.0,75.0,70.0,77.0,72.0,66.0,75.0,74.0,72.0,69.0,79.0,0.2714007782101167,0.306420233463035,0.42217898832684825,0.28242517267843437,0.30007674597083656,0.41749808135072913,Lose
0,5,0,1,0,0,1,0,63.0,70.0,70.0,74.0,60.0,74.0,71.0,74.0,69.0,70.0,76.0,79.0,79.0,83.0,87.0,82.0,83.0,87.0,87.0,76.0,92.0,85.0,0.09506790564689065,0.1901358112937813,0.7147962830593281,0.10873681363267514,0.18122802272112523,0.7100351636461996,Lose
-5,0,0,0,0,0,1,0,71.0,66.0,69.0,75.0,75.0,79.0,72.0,68.0,76.0,78.0,73.0,76.0,78.0,75.0,72.0,65.0,76.0,79.0,74.0,83.0,79.0,75.0,0.41395531164249316,0.2885143081144649,0.2975303802430419,0.3971865949524204,0.29168390566818375,0.311129499379396,Win
0,0,0,0,0,0,1,0,69.0,73.0,70.0,72.0,69.0,64.0,68.0,70.0,70.0,73.0,65.0,65.0,70.0,78.0,78.0,76.0,81.0,79.0,80.0,82.0,83.0,80.0,0.27982899339292655,0.29731830547998445,0.42285270112708895,0.28851430811446493,0.29753038024304196,0.4139553116424932,Lose
-3,0,0,0,0,0,1,0,69.0,56.0,66.0,76.0,73.0,76.0,75.0,76.0,73.0,70.0,72.0,73.0,72.0,78.0,72.0,76.0,73.0,74.0,73.0,73.0,73.0,74.0,0.4545454545454546,0.27272727272727276,0.27272727272727276,0.44365361803084225,0.2740213523131673,0.28232502965599054,Lose
-6,-7,3,2,0,0,1,0,77.0,76.0,74.0,73.0,74.0,77.0,76.0,72.0,70.0,75.0,71.0,71.0,73.0,72.0,74.0,70.0,74.0,73.0,73.0,73.0,74.0,74.0,0.4532775453277545,0.2928870292887029,0.25383542538354253,0.44134505158578524,0.28754298815437523,0.2711119602598395,Draw
2,27,3,10,0,0,1,0,80.0,80.0,76.0,79.0,79.0,77.0,79.0,81.0,79.0,80.0,79.0,83.0,78.0,85.0,83.0,84.0,85.0,86.0,83.0,94.0,90.0,90.0,0.1109874826147427,0.17969401947148816,0.7093184979137691,0.1067013117639663,0.19655504798625373,0.69674364024978,Draw
21,9,7,6,0,0,1,0,82.0,81.0,82.0,75.0,83.0,87.0,77.0,87.0,87.0,86.0,93.0,76.0,80.0,79.0,74.0,81.0,82.0,72.0,73.0,81.0,77.0,79.0,0.7151598592626587,0.17293865687624294,0.11190148386109836,0.6840882694541232,0.19586527293844366,0.12004645760743322,Win
8,-7,5,3,0,0,1,0,79.0,71.0,75.0,80.0,73.0,79.0,81.0,77.0,77.0,71.0,79.0,75.0,70.0,63.0,72.0,72.0,73.0,74.0,70.0,77.0,69.0,71.0,0.5696460056964601,0.2718025227180252,0.15855147158551472,0.5930489774315686,0.24502286699146386,0.1619281555769674,Lose
-6,-10,3,4,0,0,1,0,78.0,76.0,82.0,81.0,78.0,78.0,80.0,78.0,75.0,80.0,80.0,76.0,78.0,77.0,73.0,76.0,77.0,74.0,77.0,80.0,82.0,74.0,0.41257367387033406,0.27111984282907664,0.3163064833005894,0.3974976925443544,0.2747410521997744,0.3277612552558712,Lose
-13,-7,0,3,0,0,1,0,76.0,74.0,75.0,75.0,74.0,77.0,78.0,76.0,75.0,74.0,79.0,73.0,72.0,71.0,75.0,72.0,76.0,75.0,75.0,77.0,76.0,78.0,0.4992827177367116,0.28047940908150565,0.2202378731817827,0.5117329137305876,0.27543271533146335,0.21283437093794896,Win
-16,14,1,7,0,0,1,0,76.0,76.0,74.0,71.0,73.0,71.0,75.0,70.0,73.0,77.0,75.0,82.0,79.0,80.0,66.0,82.0,77.0,74.0,83.0,76.0,84.0,79.0,0.11214953271028037,0.26479750778816197,0.6230529595015576,0.12875536480686695,0.24892703862660942,0.6223175965665235,Win
2,1,3,3,0,0,1,0,77.0,78.0,73.0,76.0,76.0,73.0,77.0,74.0,68.0,74.0,79.0,79.0,76.0,74.0,78.0,74.0,75.0,76.0,80.0,77.0,72.0,76.0,0.36559577063847093,0.3066287108580724,0.3277755185034567,0.351250665247472,0.3102714209686003,0.33847791378392755,Lose
-15,1,2,5,0,0,1,0,71.0,76.0,75.0,73.0,70.0,76.0,77.0,74.0,73.0,75.0,75.0,79.0,76.0,77.0,83.0,79.0,81.0,78.0,80.0,73.0,70.0,82.0,0.3067869752844252,0.27971753628874063,0.41349548842683403,0.28289473684210525,0.28289473684210525,0.43421052631578944,Win
-8,-4,3,1,0,0,1,0,69.0,71.0,74.0,74.0,73.0,76.0,73.0,69.0,73.0,70.0,75.0,70.0,56.0,70.0,76.0,77.0,80.0,74.0,73.0,73.0,76.0,73.0,0.44155844155844154,0.2792207792207792,0.2792207792207792,0.4569015166058744,0.26761374544058353,0.2754847379535419,Draw
-4,-6,1,3,0,0,1,0,70.0,56.0,70.0,73.0,77.0,80.0,78.0,76.0,73.0,72.0,74.0,77.0,69.0,73.0,73.0,74.0,74.0,77.0,72.0,76.0,76.0,75.0,0.49799419006778256,0.2642135841748513,0.23779222575736617,0.49799419006778256,0.2642135841748513,0.23779222575736617,Win
-11,2,1,3,0,0,1,0,71.0,73.0,72.0,73.0,70.0,74.0,73.0,73.0,69.0,74.0,74.0,79.0,76.0,79.0,80.0,70.0,79.0,78.0,81.0,77.0,80.0,75.0,0.30778515389257693,0.3180446590223295,0.3741701870850936,0.3125,0.3125,0.375,Lose
21,21,9,7,1,0,1,0,83.0,84.0,85.0,83.0,84.0,85.0,86.0,88.0,94.0,90.0,90.0,82.0,82.0,84.0,87.0,83.0,87.0,77.0,87.0,87.0,86.0,93.0,0.6118665018541408,0.21347342398022248,0.1746600741656366,0.5964499519258584,0.21626476316942211,0.18728528490471957,Lose
3,5,5,4,0,1,1,0,77.0,77.0,79.0,74.0,81.0,82.0,72.0,79.0,81.0,81.0,79.0,79.0,78.0,75.0,80.0,73.0,77.0,76.0,79.0,71.0,81.0,75.0,0.5883926183471516,0.23829901043059643,0.17330837122225196,0.5830841520717642,0.23921401110636484,0.177701836821871,Lose
-6,-6,4,3,0,0,1,0,75.0,70.0,65.0,72.0,69.0,73.0,74.0,70.0,69.0,77.0,71.0,82.0,75.0,82.0,80.0,78.0,80.0,78.0,78.0,82.0,79.0,80.0,0.39999205971097346,0.2929172621883437,0.30709067810068286,0.3971865949524204,0.29168390566818375,0.311129499379396,Win
-6,-7,5,1,0,1,1,0,76.0,78.0,77.0,73.0,76.0,76.0,77.0,71.0,80.0,82.0,78.0,76.0,74.0,75.0,77.0,75.0,77.0,78.0,74.0,75.0,76.0,79.0,0.5467625899280576,0.2517985611510791,0.20143884892086333,0.5502504696305573,0.25281778334376953,0.19693174702567312,Draw
-7,-12,3,2,1,0,1,0,73.0,72.0,71.0,75.0,72.0,76.0,75.0,77.0,75.0,76.0,78.0,76.0,76.0,71.0,74.0,73.0,75.0,73.0,72.0,70.0,77.0,75.0,0.4532775453277545,0.2928870292887029,0.25383542538354253,0.44651162790697674,0.2930232558139535,0.26046511627906976,Draw
10,2,6,3,1,0,1,0,82.0,81.0,63.0,66.0,82.0,76.0,79.0,81.0,83.0,79.0,84.0,77.0,72.0,73.0,76.0,78.0,77.0,74.0,74.0,70.0,68.0,79.0,0.6833748934692718,0.2209526214450301,0.09567248508569805,0.6844089246137731,0.2149644659294992,0.10062660945672773,Win
3,-14,4,3,0,1,1,0,79.0,76.0,74.0,78.0,74.0,75.0,76.0,80.0,77.0,76.0,72.0,71.0,76.0,76.0,75.0,73.0,70.0,76.0,77.0,73.0,75.0,75.0,0.5171723641021535,0.28140260987911303,0.2014250260187335,0.5206391478029294,0.2756324900133155,0.20372836218375498,Draw
2,-4,5,3,0,1,1,0,79.0,80.0,77.0,79.0,79.0,80.0,80.0,78.0,81.0,73.0,82.0,77.0,71.0,74.0,74.0,73.0,76.0,73.0,74.0,72.0,69.0,75.0,0.661129263749351,0.2198674687757657,0.11900326747488318,0.6292239571195526,0.23281286413423444,0.137963178746213,Draw
22,-9,8,1,1,0,1,0,80.0,82.0,84.0,75.0,78.0,87.0,77.0,84.0,77.0,93.0,78.0,71.0,73.0,74.0,73.0,73.0,73.0,74.0,73.0,73.0,69.0,71.0,0.8025682182985554,0.12520064205457465,0.07223113964686999,0.7968258853010353,0.12859121183478775,0.07458290286417689,Win
6,19,5,8,0,1,1,0,79.0,71.0,75.0,76.0,77.0,77.0,79.0,77.0,81.0,71.0,75.0,83.0,84.0,85.0,83.0,78.0,83.0,86.0,79.0,94.0,73.0,90.0,0.1566003616636528,0.21699819168173598,0.6264014466546112,0.16230399200349846,0.21553070531642404,0.6221653026800774,Win
-7,1,3,4,0,1,1,0,82.0,75.0,82.0,81.0,78.0,80.0,82.0,80.0,78.0,80.0,75.0,77.0,80.0,79.0,77.0,73.0,81.0,82.0,72.0,79.0,80.0,72.0,0.42834645669291344,0.2771653543307087,0.29448818897637796,0.4146341463414634,0.27439024390243905,0.31097560975609756,Win
-7,-2,1,5,1,0,1,0,67.0,74.0,72.0,77.0,75.0,74.0,78.0,77.0,74.0,79.0,75.0,75.0,70.0,68.0,72.0,69.0,73.0,65.0,70.0,77.0,69.0,76.0,0.4564841498559078,0.28357348703170027,0.25994236311239194,0.4436536180308422,0.2823250296559905,0.27402135231316727,Lose
-11,-7,2,4,0,1,1,0,76.0,71.0,74.0,72.0,73.0,73.0,75.0,72.0,70.0,77.0,75.0,69.0,76.0,77.0,73.0,71.0,77.0,76.0,78.0,80.0,82.0,74.0,0.3028768233387358,0.28889789303079416,0.40822528363047,0.316154403394391,0.28697092000413954,0.3968746766014695,Lose
-2,-8,3,2,1,0,1,0,77.0,72.0,74.0,73.0,78.0,79.0,77.0,74.0,69.0,79.0,75.0,73.0,72.0,75.0,71.0,72.0,76.0,75.0,72.0,75.0,74.0,78.0,0.45925577013659924,0.2896844088553933,0.25105982100800756,0.4776622646810903,0.27395335768474294,0.2483843776341669,Win
-12,14,3,7,0,1,1,0,71.0,76.0,76.0,75.0,70.0,77.0,73.0,76.0,73.0,75.0,75.0,82.0,81.0,86.0,68.0,82.0,83.0,81.0,79.0,78.0,79.0,84.0,0.23576330921906882,0.30421072157299206,0.46002596920793926,0.21493073280642155,0.28201517365206225,0.5030540935415163,Lose
-5,4,2,4,0,0,1,0,77.0,76.0,74.0,74.0,73.0,76.0,73.0,69.0,73.0,70.0,75.0,79.0,76.0,74.0,78.0,68.0,75.0,76.0,80.0,77.0,74.0,72.0,0.41395531164249316,0.2975303802430419,0.2885143081144649,0.40639082343301924,0.3015157722244981,0.29209340434248254,Draw
8,-1,5,2,1,0,1,0,79.0,80.0,76.0,77.0,70.0,81.0,78.0,78.0,81.0,80.0,76.0,70.0,56.0,76.0,70.0,75.0,76.0,80.0,78.0,72.0,73.0,74.0,0.6106870229007634,0.233587786259542,0.15572519083969466,0.5959637003927942,0.23391575240417176,0.17012054720303402,Win
-2,3,2,4,0,1,1,0,70.0,56.0,76.0,70.0,77.0,76.0,73.0,80.0,72.0,73.0,74.0,79.0,79.0,79.0,80.0,70.0,69.0,79.0,79.0,79.0,78.0,75.0,0.3658536585365854,0.2882483370288249,0.34589800443458985,0.3595658073270013,0.28765264586160105,0.35278154681139756,Win
-9,20,2,8,0,1,1,0,77.0,76.0,69.0,73.0,74.0,78.0,76.0,74.0,77.0,71.0,75.0,82.0,82.0,82.0,84.0,83.0,84.0,87.0,87.0,87.0,86.0,93.0,0.10052600818234952,0.1591661796220534,0.7403078121955972,0.1034381428151631,0.16926241551572144,0.7272994416691155,Lose
-12,6,1,5,0,1,1,0,71.0,73.0,74.0,74.0,73.0,73.0,74.0,73.0,74.0,71.0,74.0,79.0,72.0,75.0,80.0,74.0,79.0,76.0,77.0,75.0,73.0,81.0,0.3532608695652174,0.29347826086956524,0.3532608695652174,0.3670872875169465,0.2925226822400667,0.34039003024298675,Win
17,-6,7,4,0,0,1,0,83.0,78.0,85.0,83.0,84.0,85.0,86.0,88.0,94.0,90.0,90.0,82.0,75.0,82.0,81.0,78.0,82.0,80.0,79.0,75.0,80.0,78.0,0.8377135348226018,0.10611038107752954,0.05617608409986859,0.8206811653672549,0.11694706606483381,0.062371768567911365,Lose
0,-9,4,1,0,0,1,0,77.0,80.0,80.0,74.0,73.0,72.0,81.0,79.0,81.0,82.0,80.0,68.0,74.0,77.0,72.0,75.0,76.0,78.0,77.0,74.0,75.0,79.0,0.6175562417291575,0.22496691662990734,0.15747684164093514,0.6222222222222222,0.2222222222222222,0.15555555555555556,Draw
1,-14,6,1,0,1,1,0,75.0,70.0,68.0,73.0,69.0,73.0,68.0,74.0,70.0,77.0,76.0,76.0,76.0,74.0,72.0,73.0,70.0,75.0,71.0,77.0,72.0,75.0,0.48908296943231444,0.2724890829694323,0.23842794759825325,0.49168474331164136,0.274765003615329,0.23355025307302965,Draw
-5,-1,5,4,0,0,1,0,70.0,76.0,77.0,73.0,71.0,76.0,77.0,80.0,77.0,74.0,82.0,77.0,72.0,74.0,73.0,78.0,76.0,77.0,79.0,74.0,70.0,79.0,0.5981356809943034,0.22786121180735366,0.1740031071983428,0.5959637003927942,0.23391575240417176,0.17012054720303402,Draw
-7,-14,2,3,0,0,1,0,73.0,72.0,71.0,75.0,72.0,76.0,75.0,72.0,77.0,78.0,76.0,71.0,76.0,76.0,73.0,70.0,76.0,77.0,73.0,74.0,78.0,75.0,0.3907637655417407,0.29011249259917116,0.31912374185908826,0.3956834532374101,0.2877697841726619,0.31654676258992803,Win
17,-4,8,2,1,0,1,0,82.0,81.0,86.0,81.0,68.0,76.0,83.0,81.0,78.0,84.0,79.0,77.0,76.0,74.0,74.0,73.0,73.0,75.0,76.0,69.0,72.0,73.0,0.7784120394395433,0.15827711468604044,0.06331084587441618,0.7450110864745012,0.17738359201773835,0.07760532150776053,Win
3,6,3,5,0,0,1,0,79.0,74.0,74.0,78.0,70.0,75.0,76.0,80.0,77.0,72.0,76.0,79.0,76.0,79.0,80.0,79.0,81.0,78.0,71.0,81.0,80.0,71.0,0.41401273885350315,0.2929936305732484,0.2929936305732484,0.39008264462809916,0.29256198347107437,0.3173553719008264,Lose
23,1,8,3,0,1,1,0,82.0,80.0,82.0,87.0,83.0,87.0,77.0,87.0,77.0,86.0,93.0,80.0,79.0,79.0,75.0,76.0,79.0,79.0,81.0,79.0,75.0,79.0,0.7780921584478578,0.13561034761519808,0.08629749393694423,0.7799547852298417,0.1386586284853052,0.08138658628485304,Win
-4,-9,5,2,0,0,1,0,82.0,75.0,82.0,81.0,78.0,82.0,80.0,80.0,78.0,80.0,75.0,71.0,73.0,74.0,74.0,70.0,74.0,73.0,73.0,73.0,74.0,74.0,0.5902192242833053,0.22765598650927488,0.1821247892074199,0.5830841520717642,0.23921401110636484,0.177701836821871,Win
-9,14,1,6,0,0,1,0,68.0,74.0,77.0,75.0,74.0,74.0,78.0,77.0,74.0,72.0,79.0,83.0,84.0,80.0,83.0,84.0,85.0,86.0,88.0,94.0,90.0,90.0,0.07304347826086957,0.13565217391304346,0.7913043478260869,0.08911113608270592,0.14394875828744802,0.766940105629846,Lose
-12,-2,1,3,0,1,1,0,76.0,76.0,74.0,72.0,73.0,77.0,75.0,73.0,77.0,72.0,75.0,77.0,80.0,79.0,80.0,73.0,77.0,82.0,72.0,82.0,81.0,80.0,0.3067869752844252,0.27971753628874063,0.41349548842683403,0.29158356601515756,0.2744315915436777,0.43398484244116475,Win
0,0,4,5,0,1,1,0,77.0,72.0,73.0,74.0,71.0,76.0,77.0,79.0,74.0,73.0,79.0,68.0,70.0,72.0,73.0,72.0,70.0,68.0,65.0,70.0,70.0,71.0,0.4545454545454546,0.27272727272727276,0.27272727272727276,0.44134505158578524,0.28754298815437523,0.2711119602598395,Win
-9,-5,3,5,0,0,1,0,71.0,76.0,76.0,73.0,70.0,76.0,77.0,73.0,74.0,75.0,75.0,76.0,76.0,77.0,73.0,71.0,76.0,74.0,80.0,77.0,82.0,78.0,0.39768618944323936,0.28681610026512416,0.31549771029163654,0.38866154306817047,0.28855175167182356,0.32278670526000597,Draw
-6,-4,2,3,1,0,1,0,77.0,74.0,74.0,74.0,73.0,73.0,76.0,69.0,73.0,70.0,75.0,73.0,72.0,77.0,75.0,71.0,76.0,75.0,75.0,78.0,76.0,77.0,0.4830216088614491,0.26911203922280735,0.24786635191574358,0.4984802431610942,0.2741641337386018,0.22735562310030397,Win
6,18,5,8,0,1,1,0,79.0,80.0,76.0,77.0,79.0,80.0,80.0,78.0,81.0,80.0,71.0,82.0,81.0,86.0,81.0,82.0,72.0,79.0,83.0,76.0,84.0,79.0,0.23741007194244607,0.2877697841726619,0.47482014388489213,0.24821002386634847,0.2863961813842482,0.46539379474940334,Lose
-1,-1,2,3,1,0,1,0,79.0,76.0,74.0,78.0,70.0,75.0,76.0,80.0,77.0,76.0,72.0,70.0,56.0,73.0,76.0,77.0,76.0,78.0,80.0,73.0,73.0,74.0,0.5171140113272592,0.2551095789214479,0.22777640975129276,0.510925955038516,0.24933186605879581,0.2397421789026883,Draw
-3,24,2,8,0,1,1,0,70.0,56.0,76.0,70.0,77.0,72.0,80.0,73.0,76.0,72.0,73.0,82.0,80.0,82.0,84.0,83.0,84.0,87.0,78.0,87.0,86.0,78.0,0.11190148386109836,0.17293865687624294,0.7151598592626587,0.12061648425284788,0.18695555059191424,0.6924279651552379,Lose
-2,0,3,4,1,0,1,0,80.0,79.0,79.0,80.0,76.0,79.0,78.0,81.0,77.0,79.0,80.0,79.0,72.0,72.0,80.0,74.0,79.0,75.0,76.0,73.0,81.0,75.0,0.5533013648100332,0.2552563629656953,0.1914422722242715,0.5198776758409787,0.25993883792048933,0.22018348623853212,Draw
-14,-1,1,5,0,0,1,0,77.0,59.0,69.0,73.0,76.0,76.0,72.0,77.0,76.0,78.0,75.0,82.0,75.0,82.0,81.0,78.0,82.0,80.0,79.0,78.0,80.0,80.0,0.29753038024304196,0.28851430811446493,0.4139553116424932,0.3014616321559074,0.28319123020706455,0.41534713763702796,Draw
-15,-17,1,1,0,1,1,0,71.0,73.0,72.0,74.0,70.0,73.0,73.0,73.0,71.0,74.0,74.0,68.0,74.0,75.0,77.0,74.0,74.0,77.0,78.0,76.0,72.0,79.0,0.42285270112708895,0.29731830547998445,0.27982899339292655,0.4247787610619469,0.2831858407079646,0.2920353982300885,Draw
-3,0,3,4,0,0,1,0,77.0,77.0,74.0,80.0,73.0,82.0,79.0,79.0,81.0,82.0,79.0,77.0,73.0,76.0,74.0,78.0,77.0,76.0,79.0,74.0,70.0,79.0,0.6340391980175715,0.2196440639783735,0.14631673800405498,0.6418691631412705,0.2149446389272153,0.1431861979315142,Win
1,-4,5,3,0,1,1,0,68.0,74.0,68.0,73.0,69.0,73.0,68.0,74.0,77.0,70.0,71.0,70.0,76.0,76.0,75.0,73.0,73.0,77.0,74.0,75.0,70.0,75.0,0.42307692307692313,0.2884615384615385,0.2884615384615385,0.4247957712638154,0.2940893801057184,0.2811148486304661,Win
0,1,5,3,1,0,1,0,70.0,78.0,77.0,73.0,71.0,74.0,77.0,78.0,80.0,82.0,74.0,77.0,76.0,74.0,73.0,74.0,73.0,75.0,69.0,73.0,75.0,72.0,0.6217557060086298,0.21969658895916944,0.15854770503220061,0.6106870229007634,0.233587786259542,0.15572519083969466,Win
-6,5,3,5,0,1,1,0,73.0,72.0,71.0,75.0,72.0,72.0,75.0,72.0,77.0,78.0,74.0,79.0,76.0,80.0,77.0,79.0,80.0,81.0,76.0,81.0,80.0,71.0,0.27982899339292655,0.29731830547998445,0.42285270112708895,0.2875816993464052,0.2875816993464052,0.4248366013071895,Draw
18,0,8,2,0,1,1,0,82.0,81.0,80.0,70.0,82.0,76.0,81.0,83.0,78.0,79.0,84.0,79.0,76.0,74.0,78.0,74.0,71.0,80.0,76.0,74.0,76.0,72.0,0.7210277923439958,0.19179339276350293,0.08717881489250133,0.7155667144906744,0.19583931133428983,0.08859397417503588,Win
-3,25,3,9,0,1,1,0,79.0,72.0,72.0,76.0,74.0,76.0,79.0,75.0,77.0,76.0,73.0,82.0,80.0,82.0,87.0,77.0,87.0,79.0,87.0,66.0,87.0,78.0,0.19069369112189552,0.2383671139023694,0.5709391949757351,0.19069369112189552,0.2383671139023694,0.5709391949757351,Lose
-2,-3,4,2,0,1,1,0,82.0,75.0,80.0,82.0,78.0,82.0,80.0,80.0,78.0,81.0,75.0,80.0,76.0,81.0,75.0,70.0,77.0,79.0,65.0,77.0,80.0,75.0,0.43220338983050843,0.288135593220339,0.2796610169491525,0.44155844155844154,0.2792207792207792,0.2792207792207792,Lose
-16,-16,1,0,0,0,1,0,68.0,74.0,75.0,77.0,75.0,74.0,77.0,78.0,76.0,75.0,79.0,77.0,59.0,69.0,73.0,76.0,76.0,72.0,78.0,77.0,76.0,75.0,0.41395531164249316,0.2885143081144649,0.2975303802430419,0.4247957712638154,0.2811148486304661,0.2940893801057184,Lose
